PDS,ANZ_S,RTS_E22100.0,RTS_E22100.1,RTS_E22100.3,RTS_E22100.3.MW_A_PR,RTS_E22100.3.MW_M_PR,RTS_E22100.3.MW_A_PW,RTS_E22100.3.MW_M_PW,RTS_E22100.4,RTS_E22100.4.MW_A_PR,RTS_E22100.4.MW_M_PR,RTS_E22100.4.MW_A_PW,RTS_E22100.4.MW_M_PW,RTS_E22100.9,RTS_E22090.0,RTS_E22090.1,RTS_E22090.3,RTS_E22090.3.MW_A_PR,RTS_E22090.3.MW_M_PR,RTS_E22090.3.MW_A_PW,RTS_E22090.3.MW_M_PW,RTS_E22090.4,RTS_E22090.4.MW_A_PR,RTS_E22090.4.MW_M_PR,RTS_E22090.4.MW_A_PW,RTS_E22090.4.MW_M_PW,RTS_E22090.9,RTS_E22080.0,RTS_E22080.1,RTS_E22080.3,RTS_E22080.3.MW_A_PR,RTS_E22080.3.MW_M_PR,RTS_E22080.3.MW_A_PW,RTS_E22080.3.MW_M_PW,RTS_E22080.4,RTS_E22080.4.MW_A_PR,RTS_E22080.4.MW_M_PR,RTS_E22080.4.MW_A_PW,RTS_E22080.4.MW_M_PW,RTS_E22080.9,RTS_E22070.0,RTS_E22070.1,RTS_E22070.3,RTS_E22070.3.MW_A_PR,RTS_E22070.3.MW_M_PR,RTS_E22070.3.MW_A_PW,RTS_E22070.3.MW_M_PW,RTS_E22070.4,RTS_E22070.4.MW_A_PR,RTS_E22070.4.MW_M_PR,RTS_E22070.4.MW_A_PW,RTS_E22070.4.MW_M_PW,RTS_E22070.9,RTS_E22060.0,RTS_E22060.1,RTS_E22060.3,RTS_E22060.3.MW_A_PR,RTS_E22060.3.MW_M_PR,RTS_E22060.3.MW_A_PW,RTS_E22060.3.MW_M_PW,RTS_E22060.4,RTS_E22060.4.MW_A_PR,RTS_E22060.4.MW_M_PR,RTS_E22060.4.MW_A_PW,RTS_E22060.4.MW_M_PW,RTS_E22060.9,RTS_E22050.0,RTS_E22050.1,RTS_E22050.3,RTS_E22050.3.MW_A_PR,RTS_E22050.3.MW_M_PR,RTS_E22050.3.MW_A_PW,RTS_E22050.3.MW_M_PW,RTS_E22050.4,RTS_E22050.4.MW_A_PR,RTS_E22050.4.MW_M_PR,RTS_E22050.4.MW_A_PW,RTS_E22050.4.MW_M_PW,RTS_E22050.9,RTS_E22040.0,RTS_E22040.1,RTS_E22040.3,RTS_E22040.3.MW_A_PR,RTS_E22040.3.MW_M_PR,RTS_E22040.3.MW_A_PW,RTS_E22040.3.MW_M_PW,RTS_E22040.4,RTS_E22040.4.MW_A_PR,RTS_E22040.4.MW_M_PR,RTS_E22040.4.MW_A_PW,RTS_E22040.4.MW_M_PW,RTS_E22040.9,RTS_E22030.0,RTS_E22030.1,RTS_E22030.3,RTS_E22030.3.MW_A_PR,RTS_E22030.3.MW_M_PR,RTS_E22030.3.MW_A_PW,RTS_E22030.3.MW_M_PW,RTS_E22030.4,RTS_E22030.4.MW_A_PR,RTS_E22030.4.MW_M_PR,RTS_E22030.4.MW_A_PW,RTS_E22030.4.MW_M_PW,RTS_E22030.9,RTS_E22020.0,RTS_E22020.1,RTS_E22020.3,RTS_E22020.3.MW_A_PR,RTS_E22020.3.MW_M_PR,RTS_E22020.3.MW_A_PW,RTS_E22020.3.MW_M_PW,RTS_E22020.4,RTS_E22020.4.MW_A_PR,RTS_E22020.4.MW_M_PR,RTS_E22020.4.MW_A_PW,RTS_E22020.4.MW_M_PW,RTS_E22020.9,RTS_E22010.0,RTS_E22010.1,RTS_E22010.3,RTS_E22010.3.MW_A_PR,RTS_E22010.3.MW_M_PR,RTS_E22010.3.MW_A_PW,RTS_E22010.3.MW_M_PW,RTS_E22010.4,RTS_E22010.4.MW_A_PR,RTS_E22010.4.MW_M_PR,RTS_E22010.4.MW_A_PW,RTS_E22010.4.MW_M_PW,RTS_E22010.9
1956178,61,30,,,,,,,31,"1,064516","44,516129",",358726","14,965245",,7,10,2,1,45,",35","15,75",42,"2,928571","104,761905",",963261","34,370067",,6,4,18,"4,666667",140,"1,58819","47,645712",33,"6,878788","206,363636","2,283996","68,519868",,45,14,2,3,180,"1,05",63,,,,,,,28,1,1,1,30,",35","10,5",31,"2,354839","108,225806",",768946","35,28997",,,52,8,"3,125",145,"1,059722","48,991898",1,4,185,"1,4","64,75",,15,7,19,2,90,",658059","29,61265",20,"3,05","137,25","1,029201","46,314048",,26,14,18,"4,944444","201,666667","1,628715","66,509731",3,"8,666667","346,666667","2,214887","88,595497",,5,7,2,"4,5",135,"1,611842","48,355263",47,"9,212766","407,234043","3,005111","132,777419",,,,5,"20,2",600,"7,07",210,56,"38,017857","1200,982143","12,549201","396,454222",
1956179,367,2,,,,,,,365,"2,830137",59,",933052","19,357815",,55,187,32,"2,6875",45,",90645","15,194839",93,"2,806452","83,27957",",906277","27,082422",,15,89,43,"3,511628","151,046512","1,106718","47,708627",220,"9,313636","400,636364","3,073608","132,278731",,7,53,62,"3,645161","229,112903","1,184174","74,367452",245,"7,579592","490,612245","2,462617","159,288447",,19,1,1,2,40,",7",14,346,"1,947977","118,309249",",642996","39,083842",,,42,132,"4,44697","135,227273","1,479212","45,177391",193,"6,259067","228,341969","2,000649","73,238885",,59,62,,,,,,246,"2,792683","166,646341",",909199","54,253931",,235,56,43,"5,27907","223,488372","1,63367","68,692532",33,"6,878788","283,181818","2,235845","92,247079",,72,114,73,"3,041096","138,356164","1,027234","46,54613",108,"7,138889","304,074074","2,245965","95,695517",,,4,40,"20,925","628,875","6,969861","209,251389",323,"35,362229","1176,826625","11,435594","379,757451",
1956180,344,89,,,,,,,255,"1,52549","63,882353",",499256","20,953996",,29,15,13,2,50,",628016","15,700411",287,"3,069686","147,909408",",967633","47,029286",,38,73,112,"4,232143",165,"1,278445","50,209467",121,"5,710744","234,793388","1,896897","78,118904",,16,62,44,"4,704545","251,590909","1,412071","75,791298",222,"7,662162","446,081081","2,480128","144,673972",,57,5,2,2,40,",60926","12,185185",280,"2,610714","138,071429",",84067","44,518131",,1,12,42,"3,880952","154,285714","1,325432","52,546917",289,"7,529412","283,737024","2,41211","91,258172",,8,44,,,,,,292,"2,465753","158,784247",",785844","50,517347",,251,23,39,"5,333333","198,205128","1,566435","57,703692",31,"6,935484","265,483871","2,181755","83,676717",,158,17,27,"4,518519","148,888889","1,472111","48,009523",142,"11,84507","433,028169","3,585325","131,709646",,,13,9,"22,888889","652,222222","7,002045","198,705155",322,"55,413043","1949,130435","17,419494","612,517559",
1956181,430,3,,,,,,,427,"1,782201","31,053864",",584115","10,154711",,126,62,36,"1,138889",45,",377277","14,903382",206,"2,631068","112,864078",",832484","35,871718",,8,10,25,"5,08","154,8","1,490724","45,452834",387,"11,534884","374,186047","3,764284","122,021779",,53,59,72,"3,319444","221,805556","1,080573","71,973147",246,"8,902439","605,813008","2,815675","191,404689",,96,5,9,"1,333333","31,111111",",446502","10,58642",320,"3,925","195,515625","1,28498","63,733969",,,1,8,"6,5","166,25","2,223958","56,911458",421,"10,033254","271,912114","3,28479","89,257708",,38,53,,,,,,339,2,120,",653736","39,224161",,299,41,41,5,200,"1,639708","65,588317",49,"7,877551","295,510204","2,528657","94,907874",,123,40,32,3,"149,6875",",977488","48,963542",235,"17,782979","760,085106","5,561787","237,609728",,,2,5,"15,6",630,"5,25","212,275",423,"55,439716","1877,222222","17,899065","606,109044",
1956182,113,3,,,,,,,110,"1,963636","32,045455",",575144","9,357523",,10,8,2,"1,5",45,",525","15,75",93,"1,817204","82,795699",",511446","23,664641",,,12,31,"5,064516","186,129032","1,333628","49,94132",70,"8,557143","294,857143","2,50238","86,707758",,,9,31,"5,612903","284,032258","1,494651","75,433745",73,"8,150685","424,315068","2,433237","126,318344",,,,,,,,,113,"20,929204","504,778761","5,894894","142,524616",,,,4,"7,75","156,25","2,495259","50,75",109,"10,045872","237,66055","2,920607","69,440492",,3,10,13,2,90,",611595","27,521761",87,"3,678161","211,37931","1,091491","62,815315",,62,17,33,"5,969697","358,181818","1,649832","98,98991",1,6,360,"2,210526","132,631579",,,23,12,"3,583333","172,916667","1,097173","50,911203",78,"9,538462","391,089744","2,747212","112,553621",,,,1,18,585,"6,3","204,75",112,"58,401786","2211,5625","16,377938","618,541099",
1956183,33,,,,,,,,33,"1,212121","18,181818",",423336","6,350035",,,6,,,,,,27,"3,62963","103,888889","1,247368","35,660819",,,,3,"2,333333",140,",725926","43,555556",30,"3,033333",182,"1,069415","64,164912",,3,3,1,2,210,",736842","77,368421",26,"4,923077","535,961538","1,708746","185,802575",,1,,,,,,,32,"2,28125","157,96875",",794658","54,937317",,,3,9,"6,222222","153,333333","2,218031","54,587719",21,"7,857143","221,428571","2,715223","76,533417",,,11,,,,,,22,2,120,",693585","41,615098",,15,5,11,"4,545455","136,363636","1,620122","48,603668",2,6,180,"2,1",63,,2,,3,"4,666667",140,"1,657895","49,736842",28,"15,964286","478,571429","5,579108","167,234336",,,,1,15,450,"5,526316","165,789474",32,"43,5625","1597,34375","15,135956","554,796601",
1956184,270,1,,,,,,,269,"1,260223","18,903346",",409669","6,145042",,,30,11,"2,727273",45,",915657","15,166667",229,"4,196507","123,60262","1,355375","40,026299",,10,34,59,"4,949153","148,474576","1,664781","49,943442",167,"8,802395","264,071856","2,798456","83,953671",,5,26,56,"4,232143","256,607143","1,272852","77,106228",183,"6,262295","377,540984","2,088177","126,024944",,5,1,1,2,40,",7",14,263,"2,730038","156,21673",",883388","50,562089",,,8,24,"3,916667","150,625","1,339974","51,527739",238,"6,844538","292,815126","2,217359","94,829494",,14,43,,,,,,213,"2,657277","159,43662",",862903","51,774186",,165,6,54,"5,351852","163,888889","1,692168","51,652276",45,"7,6","242,888889","2,388235","76,14496",,71,20,41,"5,268293","158,04878","1,654273","49,628204",138,"9,478261","285,217391","3,039694","91,416261",,,2,4,"26,75","717,5","7,339515","198,161765",264,"52,015152","1578,806818","16,746845","508,452774",
1956185,1103,90,,,,,,,1013,"1,062192","46,865745",",350421","15,498142",,322,351,60,"2,05","45,083333",",678793","14,968754",370,"4,086486","285,621622","1,209953","83,182975",,187,108,114,"3,912281","170,131579","1,189833","51,565621",694,"6,103746","266,930836","1,992553","87,201214",,187,222,201,"3,701493","222,014925","1,222755","73,526424",493,"8,048682","521,267748","2,484976","161,331267",,96,5,9,1,"33,333333",",309671","10,255144",993,"1,661631","91,626385",",544433","29,892333",,,14,77,"4,961039","148,506494","1,641884","49,358594",1012,"6,962451","254,609684","2,266267","82,390852",,99,48,14,2,"103,928571",",64664","33,573615",942,"2,537155","156,56051",",836143","51,56228",,848,50,83,"4,939759","200,963855","1,599187","64,995162",122,"7,614754","318,852459","2,441759","102,171285",,312,61,46,"3,217391","145,76087","1,048097","47,672991",684,"9,880117","503,201754","3,151185","160,06961",,,,11,"21,272727","645,454545","6,68229","202,675926",1092,"48,790293","1730,009158","15,855225","560,484868",
1956186,614,93,,,,,,,521,"1,998081","82,831094",",66639","27,70601",,12,106,18,"2,888889",45,",950617","14,842593",478,"3,437238","120,41841","1,145163","40,19528",,62,51,125,"4,016","163,92","1,239218","50,6198",376,"5,218085","227,93883","1,773055","77,415713",,53,170,163,"3,300613","223,435583","1,084769","73,700426",228,"5,666667","397,236842","1,83437","129,029377",,158,,15,1,30,",325802","9,774074",441,"1,657596","119,331066",",550622","39,591235",,9,66,142,"2,422535","133,06338",",8065","44,469257",397,"4,20403","232,468514","1,398575","77,449923",,42,121,,,,,,451,"2,556541","153,392461",",854887","51,29321",,446,42,55,5,"155,454545","1,642777","51,192406",71,"7,239437","235,140845","2,385799","77,138924",,356,15,14,"5,285714","158,571429","1,699805","50,994152",229,"11,519651","368,777293","3,700026","118,487726",,,4,15,"20,266667","621,666667","6,990767","214,059227",595,"42,104202","1503,319328","13,909346","496,994117",
1956187,368,35,,,,,,,333,1,"45,135135",",329952","14,895146",,120,3,2,1,45,",315","14,175",243,"1,967078","107,530864",",637901","34,86671",,13,8,39,"4,333333","197,435897","1,146102","52,18005",308,"5,314935","242,37013","1,75805","80,178495",,7,79,42,"3,119048","232,97619","1,007467","75,571895",240,"7,933333","567,354167","2,540476","182,029876",,1,,1,1,30,",368421","11,052632",366,"2,26776","134,31694",",750695","44,297685",,,,1,3,120,",777778","31,111111",367,"5,904632","272,792916","1,947955","90,003536",,18,52,12,1,90,",336605","30,294444",286,"2,251748","168,513986",",734623","54,964884",,262,10,54,"5,574074","236,481481","1,686369","71,342102",42,"6,97619","279,285714","2,274464","90,370526",,,91,18,"2,777778","152,777778",",842322","46,704155",259,"5,903475","354,034749","1,912415","114,593359",,,,10,"21,7",651,"6,91499","207,449708",358,"40,879888","1331,717877","13,102935","426,404986",
1956188,238,30,,,,,,,208,"2,283654","75,9375",",765157","25,46048",,1,147,2,"2,5",45,",875","15,75",88,3,"89,318182","1,005421","30,078659",,4,26,31,"4,193548","156,774194","1,276529","47,987322",177,"5,084746","187,118644","1,73755","63,733332",,9,84,72,"4,097222","219,583333","1,364998","73,283011",73,"7,287671","384,246575","2,383855","126,114882",,5,,1,2,40,",777778","15,555556",232,"1,443966","148,534483",",485275","50,094875",,,9,48,"3,229167","147,5","1,094971","50,045488",181,"4,59116","216,546961","1,550511","73,235643",,1,53,,,,,,184,"3,222826","143,75","1,089562","48,606418",,170,6,20,5,210,"1,707133","71,675866",42,"6,666667","295,357143","2,247848","99,155361",,9,6,6,2,120,",7",42,217,"11,746544","540,230415","3,923643","180,619472",,,19,14,18,"561,428571","6,236752","194,602564",205,"41,370732","1543,02439","13,772895","514,244932",
1956189,34,,,,,,,,34,"1,794118","54,852941",",556647","17,026945",,13,12,4,2,"48,75",",627941","15,26103",5,"2,2",74,",733704","24,448148",,6,1,3,3,145,",929012","45,305556",24,"7,583333","396,25","2,417974","125,933756",,23,10,1,4,200,"1,4",70,,,,,,,,16,,,,,,18,"26,166667",110,"8,236989","35,404139",,,,,,,,,34,"12,676471","350,294118","3,962098","109,806977",,34,,,,,,,,,,,,,17,3,6,"6,166667",185,"1,700941","51,028219",8,"7,125","204,375","2,300926","65,746528",,12,14,3,5,160,"1,568519","49,648148",5,"8,4",546,"2,522593","162,244444",,,2,5,"19,2",627,"6,375185","207,472222",27,"32,925926","1388,703704","10,43944","446,348018",
1956190,112,3,,,,,,,109,"1,009174","15,137615",",345161","5,17742",,,8,5,"1,2",45,",344401","13,164714",99,"2,717172","105,959596",",92906","36,22829",,1,1,21,"5,285714",160,"1,689434","51,053393",89,"6,876404","237,303371","2,364619","81,395336",,2,1,20,"3,8","226,5","1,249019","74,552236",89,"6,988764","415,617978","2,399191","142,587841",,1,1,1,2,40,",7",14,109,"2,366972","137,568807",",807304","46,845908",,,2,46,"4,717391","156,304348","1,581111","52,367033",64,"6,078125","217,5","2,113188","75,6362",,5,7,,,,,,100,"3,36","201,6","1,138075","68,284494",,56,14,13,"4,538462",135,"1,6083","47,845142",29,"6,689655","200,689655","2,247173","67,415186",,1,6,3,4,195,"1,188272","55,092592",102,"8,058824","566,029412","2,7431","193,047722",,,3,9,20,"588,333333","6,918687","203,583333",100,"36,62","1170,45","12,288877","392,560946",
1956191,1309,6,,,,,,,1303,"2,05142","30,794321",",68322","10,254272",,21,1,,,,,,1287,"3,299145","129,483294","1,087489","42,832162",,141,288,416,"3,6875","143,064904","1,211805","47,182894",464,"4,609914","235,021552","1,533513","78,123743",,161,377,209,"2,942584","225,430622",",961931","73,700824",562,6,"469,234875","1,967893","154,200863",,70,,4,1,30,",30463","9,138889",1235,"3,553036","224,004049","1,170656","73,761339",,,2,68,"2,911765","132,573529",",956882","43,758074",1239,"5,129136","245,068604","1,699486","81,713595",,315,314,39,1,90,",336768","30,309111",641,"2,321373","178,783151",",771579","59,403472",,1058,61,74,"5,067568","153,851351","1,641969","49,805628",116,"7,732759","237,672414","2,468669","75,908588",,640,56,91,"4,945055","153,131868","1,628205","50,444444",522,"11,982759","369,310345","3,867051","119,171258",,1,39,142,"19,978873","628,732394","6,632016","208,641685",1127,"36,937888","1272,129547","12,098163","416,793382",
1956192,449,5,,,,,,,444,"1,682432","29,504505",",554269","9,74624",,139,2,3,"1,666667",45,",462346","13,027778",305,"3,44918","124,032787","1,121803","41,263363",,70,48,52,"4,769231","142,5","1,565051","46,749598",279,"11,956989","358,709677","3,830803","114,924092",,126,70,30,"3,5","237,5","1,105737","73,906129",223,"5,860987","455,112108","1,874848","145,734095",,1,,55,1,30,",338084","10,142527",393,"2,531807","143,969466",",833872","47,289165",,1,98,153,"7,150327","157,222222","2,411157","53,306536",197,"9,162437","213,426396","2,97577","69,310976",,26,283,3,2,105,",59284","31,124074",137,2,120,",655724","39,343433",,300,57,36,5,150,"1,631976","48,959283",56,"8,053571","242,678571","2,626229","79,307691",,186,46,23,"4,73913","147,391304","1,547149","48,029842",194,"19,525773","632,319588","6,267174","202,883721",,,,3,26,835,"6,403205","206,230769",446,"47,816143","1646,928251","15,618681","537,072955",
1956193,230,5,,,,,,,225,"1,16","18,4",",380643","6,029406",,,4,12,2,45,",697767","15,699761",214,"3,67757","104,929907","1,190492","33,868999",,101,11,16,"4,125","185,625","1,159557","52,180063",102,"5,794118","260,735294","1,873437","84,304679",,30,52,40,"3,75",263,"1,054414","74,083627",108,"4,537037","323,935185","1,542106","110,510238",,57,5,3,2,30,",7","10,5",165,"5,363636",138,"1,697272","43,775248",,1,26,20,"4,2","149,75","1,40488","49,970507",183,"6,568306","277,677596","2,146081","90,508869",,12,21,,,,,,197,"3,340102","206,497462","1,080494","66,756874",,186,9,13,"6,230769","197,307692","1,709","54,738311",22,"6,727273","231,136364","2,261742","78,051768",,83,12,31,"5,032258","152,903226","1,614959","49,126186",104,"9,423077","334,903846","2,992567","106,131125",,,,2,27,810,"6,783824","203,514706",228,"61,175439","2205,789474","19,725196","711,311989",
1956194,68,44,,,,,,,24,1,"15,625",",292208","4,591448",,,5,4,"2,75",50,",784211","15,633772",59,"5,101695","112,966102","1,468405","32,752073",,16,3,23,"5,130435","182,608696","1,392813","50,037811",26,"7,230769","249,230769","1,978488","68,666353",,20,19,10,"4,4",258,"1,2799","74,583485",19,"7,947368","470,526316","2,286536","135,463104",,,,,,,,,68,"17,794118","655,588235","5,0224","187,426074",,,,,,,,,68,"6,338235","320,882353","1,855","93,990779",,17,51,,,,,,,,,,,,37,12,15,"5,933333","195,333333","1,589235","52,847432",4,"6,5",210,"2,05","66,75",,27,21,6,5,185,"1,451288","51,648629",14,"13,142857","328,928571","3,707216","92,799905",,,,,,,,,68,"47,161765","1688,602941","13,225772","473,281126",
1956195,1529,11,,,,,,,1518,"2,306983","36,36693",",780819","12,307413",,321,16,4,3,45,"1,05","15,75",1188,"4,516835","80,883838","1,521434","27,315731",,135,38,33,"3,757576","169,090909","1,171167","52,325315",1323,"5,937264","243,057445","2,001277","81,874723",,18,209,875,"3,395429","203,828571","1,161345","69,713684",427,"6,716628","382,517564","2,256446","128,626728",,16,,,,,,,1513,"2,005948","143,11963",",678147","48,41753",,,92,448,"4,46875","131,71875","1,518866","44,796584",989,"5,77452","225,283114","1,95529","76,312423",,69,225,,,,,,1235,"2,083401","124,991903",",707247","42,430574",,9,1039,146,"5,10274","156,061644","1,659084","50,779948",335,"6,456716","204,402985","2,174431","68,790586",,533,455,91,"4,362637","169,450549","1,294498","49,244912",450,"5,113333","211,866667","1,735282","72,063448",,,,15,"21,733333","593,333333","7,634912","208,446491",1514,"47,190225","1636,628137","15,861146","549,886307",
1956196,156,4,,,,,,,152,"1,019737","15,296053",",340335","5,105025",,,5,2,2,"47,5",",60926","14,583334",149,"2,624161","98,120805",",875279","32,72884",,15,3,8,"2,125","127,5",",725163","43,509804",130,"4,884615","293,076923","1,600699","96,041925",,,6,8,"3,25","221,25","1,099038","74,927632",142,"7,492958","476,619718","2,453853","156,415217",,20,9,14,1,30,",330556","9,916667",113,"2,424779","119,469027",",807475","39,7037",,,3,7,6,"150,714286","2,1","52,75",146,"8,09589","276,917808","2,683567","91,886118",,1,1,23,"2,043478","90,652174",",684452","30,343821",131,"3,015267","135,687023","1,006179","45,278045",,110,9,17,"5,235294",160,"1,668598","51,087337",20,"7,4",225,"2,367685","72,080556",,99,47,7,"6,571429",155,"2,118518","48,611111",3,"10,666667","256,666667","2,97037","72,061728",,,4,4,"19,25",620,"6,7375",217,148,"32,871622","1161,013514","10,788947","380,897085",
1956197,568,468,,,,,,,100,1,15,",334338","5,015068",,4,198,169,"2,136095","45,059172",",722469","15,211685",197,"3,375635","84,593909","1,088376","27,213595",,161,30,78,"3,602564","150,320513","1,235239","51,59631",299,"6,347826","446,454849","2,10805","147,897631",,169,72,37,"3,459459","218,918919","1,183373","74,754623",290,"8,02069","591,310345","2,606027","192,313311",,102,13,4,2,30,",65463","9,819445",449,"2,175947","103,741648",",727475","34,693578",,,,,,,,,568,"13,274648","381,294014","4,426801","127,356119",,7,110,122,2,"103,401639",",670291","34,641982",329,"4,197568","229,300912","1,393337","76,157912",,317,59,144,"4,958333","152,083333","1,630296","49,962133",48,"6,416667","199,375","2,141852","66,661808",,,,,,,,,568,"19,573944","598,838028","6,40826","195,995154",,,22,40,"16,55","657,75","5,413376","214,485759",506,"33,164032","1510,079051","11,003302","500,722848",
1956198,480,36,1,1,2,10,",777778","3,888889",442,"1,190045","16,934389",",394555","5,616272",,247,121,55,2,45,",650367","14,633264",57,"2,561404","69,210526",",787947","21,030849",,184,8,48,5,"184,791667","1,469376","54,450945",240,"6,466667","246,125","2,116685","80,222338",,169,100,26,"3,461538","216,346154","1,129198","70,88981",185,"11,864865","959,594595","3,714357","301,036586",,155,9,1,2,30,",7","10,5",315,"1,650794","89,809524",",54322","29,249809",,,9,77,"5,233766","150,844156","1,765231","50,90283",394,"8,624365","241,43401","2,841197","79,739102",,67,187,,,,,,226,2,120,",649368","38,962084",,341,9,35,"4,885714","211,428571","1,609647","69,885559",95,"7,221053","308,368421","2,372186","101,342375",,263,56,26,"5,153846","154,615385","1,569564","47,086921",135,"9,540741","286,222222","3,039582","91,187467",,,1,,,,,,479,"72,494781","2288,716075","23,812406","751,420167",
1956199,222,,,,,,,,222,"2,905405","43,918919",",912267","13,773037",,85,20,2,"3,5","42,5","1,043519","12,833334",115,"2,2","95,434783",",642849","28,191646",,19,9,48,"4,625","169,375","1,384286","51,09552",146,"6,561644","229,931507","1,988117","70,068168",,3,97,38,"3,736842","231,184211","1,186414","73,572057",84,7,"506,130952","2,084927","150,082053",,8,3,1,2,30,",411765","6,176471",210,"2,161905","138,285714",",668887","42,57331",,,,1,4,135,"1,4","47,25",221,"8,176471","369,004525","2,568049","115,855808",,9,12,27,2,"104,444444",",626459","32,694626",174,"2,270115","131,896552",",720525","41,872797",,128,8,14,"6,142857","199,285714","1,713509","55,862705",72,"7,625","244,583333","2,306184","74,092951",,61,47,22,"4,227273","170,454545","1,312864","50,233214",92,"5,815217","308,152174","1,870946","99,785047",,,,10,"20,2",618,"6,423606","196,475817",212,"57,377358","2240,778302","17,259121","674,609412",
1956200,29,,,,,,,,29,"1,62069","24,310345",",562595","8,438928",,,1,4,3,45,"1,040278","15,604167",24,"4,791667","119,375","1,633707","40,409983",,1,13,9,"4,333333","163,888889","1,397832","52,811387",6,6,"230,833333","2,067593","79,449074",,1,14,6,"4,833333",215,"1,607407","71,111111",8,"8,5",380,"2,930827","130,809783",,,,1,1,30,",333333",10,28,"4,285714","228,035714","1,456819","77,764467",,,4,8,"5,5","144,375","2,019444","53,152778",17,"7,647059","253,823529","2,56974","86,259541",,29,,,,,,,,,,,,,15,5,5,"5,2",188,"1,695217","60,419807",4,"6,5",225,"2,251667","78,633333",,6,11,5,"4,2",138,"1,471556","48,813333",7,"8,285714","287,142857","2,500861","86,542312",,,1,,,,,,28,"37,357143","1371,071429","12,813154","468,507963",
1956201,165,11,,,,,,,154,"1,24026","19,090909",",430443","6,630893",,7,57,4,"1,75",45,",56713","14,729167",97,"2,298969","68,659794",",796325","23,764615",,12,15,18,"3,222222",150,"1,093801","50,948012",120,"5,491667","252,625","1,892992","87,093127",,2,32,23,"3,173913","219,130435","1,059581","73,144928",108,"5,564815","391,944444","1,898274","133,921475",,13,,1,1,30,",388889","11,666667",151,"2,735099","154,966887",",927595","52,813355",,2,21,34,"2,882353","143,382353",",996001","49,488218",108,"4,509259","227,083333","1,546437","78,117665",,1,3,,,,,,161,"9,322981","331,956522","3,194564","113,798482",,115,10,21,"4,761905","155,714286","1,599448","52,353801",19,"6,631579","202,105263","2,253587","68,712871",,113,3,5,"5,6",156,"1,742495","48,074854",44,"16,522727","505,227273","5,620952","172,234626",,,,,,,,,165,"65,533333","2406,333333","22,367924","822,286465",
1956202,51,8,,,,,,,43,"1,093023","32,790698",",354744","10,642315",,,,1,2,45,",666667",15,50,"3,58","120,1","1,150517","39,141597",,,2,9,5,"181,666667","1,389602","51,244686",40,"8,15","281,625","2,613116","90,432623",,,14,11,"6,181818","250,909091","1,88682","75,649219",26,"8,269231","383,076923","2,675371","123,059818",,,,,,,,,51,"1,980392","195,882353",",615078","61,337262",,,3,17,"4,470588","136,176471","1,425416","44,047051",31,"5,612903","191,612903","1,743542","60,128259",,,7,,,,,,44,2,120,",638285","38,297098",,26,5,11,"5,545455","165,454545","1,693649","50,455934",9,"6,777778","203,333333","2,229791","66,89372",,,2,1,4,150,"1,333333",50,48,"15,083333","587,8125","4,706827","184,777446",,,,,,,,,51,"56,960784","1720,490196","17,567552","531,004726",
