PDS,ANZ_S,RTS_E27120.0,RTS_E27120.1,RTS_E27120.3,RTS_E27120.3.MW_A_PR,RTS_E27120.3.MW_M_PR,RTS_E27120.3.MW_A_PW,RTS_E27120.3.MW_M_PW,RTS_E27120.4,RTS_E27120.4.MW_A_PR,RTS_E27120.4.MW_M_PR,RTS_E27120.4.MW_A_PW,RTS_E27120.4.MW_M_PW,RTS_E27120.9,RTS_E27110.0,RTS_E27110.1,RTS_E27110.3,RTS_E27110.3.MW_A_PR,RTS_E27110.3.MW_M_PR,RTS_E27110.3.MW_A_PW,RTS_E27110.3.MW_M_PW,RTS_E27110.4,RTS_E27110.4.MW_A_PR,RTS_E27110.4.MW_M_PR,RTS_E27110.4.MW_A_PW,RTS_E27110.4.MW_M_PW,RTS_E27110.9,RTS_E27100.0,RTS_E27100.1,RTS_E27100.3,RTS_E27100.3.MW_A_PR,RTS_E27100.3.MW_M_PR,RTS_E27100.3.MW_A_PW,RTS_E27100.3.MW_M_PW,RTS_E27100.4,RTS_E27100.4.MW_A_PR,RTS_E27100.4.MW_M_PR,RTS_E27100.4.MW_A_PW,RTS_E27100.4.MW_M_PW,RTS_E27100.9,RTS_E27090.0,RTS_E27090.1,RTS_E27090.3,RTS_E27090.3.MW_A_PR,RTS_E27090.3.MW_M_PR,RTS_E27090.3.MW_A_PW,RTS_E27090.3.MW_M_PW,RTS_E27090.4,RTS_E27090.4.MW_A_PR,RTS_E27090.4.MW_M_PR,RTS_E27090.4.MW_A_PW,RTS_E27090.4.MW_M_PW,RTS_E27090.9,RTS_E27080.0,RTS_E27080.1,RTS_E27080.3,RTS_E27080.3.MW_A_PR,RTS_E27080.3.MW_M_PR,RTS_E27080.3.MW_A_PW,RTS_E27080.3.MW_M_PW,RTS_E27080.4,RTS_E27080.4.MW_A_PR,RTS_E27080.4.MW_M_PR,RTS_E27080.4.MW_A_PW,RTS_E27080.4.MW_M_PW,RTS_E27080.9,RTS_E27070.0,RTS_E27070.1,RTS_E27070.3,RTS_E27070.3.MW_A_PR,RTS_E27070.3.MW_M_PR,RTS_E27070.3.MW_A_PW,RTS_E27070.3.MW_M_PW,RTS_E27070.4,RTS_E27070.4.MW_A_PR,RTS_E27070.4.MW_M_PR,RTS_E27070.4.MW_A_PW,RTS_E27070.4.MW_M_PW,RTS_E27070.9,RTS_E27060.0,RTS_E27060.1,RTS_E27060.3,RTS_E27060.3.MW_A_PR,RTS_E27060.3.MW_M_PR,RTS_E27060.3.MW_A_PW,RTS_E27060.3.MW_M_PW,RTS_E27060.4,RTS_E27060.4.MW_A_PR,RTS_E27060.4.MW_M_PR,RTS_E27060.4.MW_A_PW,RTS_E27060.4.MW_M_PW,RTS_E27060.9,RTS_E27050.0,RTS_E27050.1,RTS_E27050.3,RTS_E27050.3.MW_A_PR,RTS_E27050.3.MW_M_PR,RTS_E27050.3.MW_A_PW,RTS_E27050.3.MW_M_PW,RTS_E27050.4,RTS_E27050.4.MW_A_PR,RTS_E27050.4.MW_M_PR,RTS_E27050.4.MW_A_PW,RTS_E27050.4.MW_M_PW,RTS_E27050.9,RTS_E27040.0,RTS_E27040.1,RTS_E27040.3,RTS_E27040.3.MW_A_PR,RTS_E27040.3.MW_M_PR,RTS_E27040.3.MW_A_PW,RTS_E27040.3.MW_M_PW,RTS_E27040.4,RTS_E27040.4.MW_A_PR,RTS_E27040.4.MW_M_PR,RTS_E27040.4.MW_A_PW,RTS_E27040.4.MW_M_PW,RTS_E27040.9,RTS_E27030.0,RTS_E27030.1,RTS_E27030.3,RTS_E27030.3.MW_A_PR,RTS_E27030.3.MW_M_PR,RTS_E27030.3.MW_A_PW,RTS_E27030.3.MW_M_PW,RTS_E27030.4,RTS_E27030.4.MW_A_PR,RTS_E27030.4.MW_M_PR,RTS_E27030.4.MW_A_PW,RTS_E27030.4.MW_M_PW,RTS_E27030.9,RTS_E27020.0,RTS_E27020.1,RTS_E27020.3,RTS_E27020.3.MW_A_PR,RTS_E27020.3.MW_M_PR,RTS_E27020.3.MW_A_PW,RTS_E27020.3.MW_M_PW,RTS_E27020.4,RTS_E27020.4.MW_A_PR,RTS_E27020.4.MW_M_PR,RTS_E27020.4.MW_A_PW,RTS_E27020.4.MW_M_PW,RTS_E27020.9,RTS_E27010.0,RTS_E27010.1,RTS_E27010.3,RTS_E27010.3.MW_A_PR,RTS_E27010.3.MW_M_PR,RTS_E27010.3.MW_A_PW,RTS_E27010.3.MW_M_PW,RTS_E27010.4,RTS_E27010.4.MW_A_PR,RTS_E27010.4.MW_M_PR,RTS_E27010.4.MW_A_PW,RTS_E27010.4.MW_M_PW,RTS_E27010.9
7710416,194,5,,,,,,,189,"1,338624","30,42328",",420061","9,592734",,,4,1,1,30,",368421","11,052632",189,"2,94709","82,037037",",901801","24,892087",,182,3,9,3,180,",971714","58,302832",,,,,,,99,68,23,"4,913043","148,695652","1,557922","47,194179",4,7,"228,75","1,980283","63,268791",,21,,11,1,45,",31174","14,028315",162,"1,882716","100,925926",",571909","30,762402",,1,4,19,"3,105263","147,631579",",990612","47,13011",170,"6,335294","287,911765","1,944911","88,741502",,,1,,,,,,193,"11,056995","296,036269","3,370006","90,909622",,6,5,7,2,"92,142857",",632898","29,230392",176,"3,818182","185,198864","1,180619","57,177942",,143,5,2,2,60,",7",21,44,"7,886364","254,659091","2,400721","77,585947",,,,,,,,,194,"28,417526","1008,221649","8,48078","300,869976",,16,10,45,"5,777778","172,666667","1,665858","49,802901",123,"8,552846","256,585366","2,58209","77,462708",,2,16,37,"8,054054","243,513514","2,513373","75,989613",139,"13,877698","418,848921","4,101692","123,786542",
7710417,43,26,,,,,,,17,1,60,",270252","16,215152",,,1,1,2,30,",7","10,5",41,"5,341463","132,073171","1,531318","37,914778",,36,6,1,3,180,1,60,,,,,,,,5,10,"4,3",174,"1,213501","49,832941",28,"8,214286","312,857143","2,369911","89,819123",,1,,,,,,,42,"3,880952","203,571429","1,116553","58,527258",,,,1,3,150,",807692","40,384615",42,"8,357143",465,"2,461297","136,71472",,,,2,"2,5","87,5",",772523","25,041292",41,"6,439024","297,195122","1,881905","86,507617",,8,24,,,,,,11,2,120,",56632","33,979191",,21,3,8,"1,625","82,5",",466501","22,865086",11,"3,727273","190,909091","1,035941","53,069355",,,4,7,"9,428571","391,428571","2,716474","111,897157",32,"15,40625","638,4375","4,397286","182,621474",,,,,,,,,43,"15,372093","685,813953","4,396861","195,738512",,,,,,,,,43,"22,325581","508,72093","6,397489","146,282579",
7710418,74,,,,,,,,74,"2,554054","63,243243",",78149","19,350496",,,,19,2,30,",618876","9,283135",55,"3,6","103,636364","1,093384","31,433341",,3,22,20,"2,25","156,75",",688631","48,24532",29,"3,37931","253,448276",",993675","74,525594",,,9,7,"4,571429","142,857143","1,516667","47,166667",58,"18,862069","612,758621","5,718685","185,822996",,,,,,,,,74,"2,837838","166,621622",",860262","50,509672",,3,7,14,3,"139,285714",",928785","42,680081",50,"5,26","266,6","1,59433","80,801999",,,,,,,,,74,"15,324324","566,959459","4,674678","172,566163",,,1,,,,,,73,"9,863014","591,780822","2,971612","178,296746",,4,8,14,"3,071429","92,142857",",880738","26,422154",48,"5,479167","164,375","1,659602","49,788066",,,,1,10,300,"2,916667","87,5",73,"18,39726","589,726027","5,590181","179,520501",,,3,11,"5,363636","321,818182","1,664294","99,857668",60,"9,133333",542,"2,768957","164,15406",,,2,1,10,300,"2,916667","87,5",71,"13,887324","416,619718","4,261156","127,834681",
7710419,1416,31,,,,,,,1385,"1,288087","19,32491",",4006","6,009798",,6,,6,"2,333333","30,833333",",808333","10,694445",1404,"6,52208","143,703704","1,950727","43,234633",,1061,26,18,3,180,",996654","59,799218",311,"4,636656","278,199357","1,4027","84,161998",,807,75,131,"4,244275","158,70229","1,264793","45,098637",403,"5,925558","276,848635","1,806974","85,249802",,771,,,,,,,645,"3,094574","184,744186",",93091","55,606858",,51,380,47,"3,829787","133,085106","1,180799","40,688603",938,"6,932836","192,06823","2,159514","59,792179",,3,19,13,"3,692308","96,923077","1,208134","31,314608",1381,"7,98769","225,173787","2,478029","69,826815",,49,52,133,2,105,",672677","35,315564",1182,"3,91286","220,951777","1,183143","66,717443",,1002,66,31,"2,580645","77,419355",",741344","22,240315",317,"6,735016","202,050473","1,936597","58,097912",,2,13,55,"8,454545","252,181818","2,494349","74,48282",1346,"18,574294","545,538633","5,547214","162,981177",,1,9,53,"5,283019","158,490566","1,714126","51,423793",1353,"12,95048","388,758315","3,877953","116,416209",,17,13,14,"8,142857","246,428571","2,576104","78,052847",1372,"30,098397","917,161079","9,083141","276,767345",
7710420,393,18,,,,,,,375,"1,037333","20,826667",",330809","6,635506",,104,21,24,"1,041667",30,",326811","9,48027",244,"1,778689","88,709016",",556375","27,83944",,269,124,,,,,,,,,,,,190,120,45,"3,888889","151,555556","1,215064","47,644976",38,"6,184211","271,184211","1,890897","83,566822",,291,6,42,1,45,",319642","14,383895",54,"2,611111","114,444444",",784347","34,415909",,5,64,8,"11,625","154,375","4,289502","55,047794",316,"22,838608","329,240506","7,131065","103,552754",,6,276,67,"3,358209","89,626866","1,057142","28,482325",44,"5,772727","219,090909","1,832374","70,581702",,27,341,,,,,,25,"2,24","134,4",",65787","39,472229",,48,2,4,"2,25",75,",651389","22,166667",339,"9,823009","294,955752","3,050252","91,585156",,10,12,15,"7,933333",412,"2,594829","135,745098",356,"15,603933","812,092697","4,861616","253,091805",,10,3,4,"5,75","258,75","1,695249","76,286184",376,"16,75266","738,111702","5,228453","230,492917",,270,48,25,"8,56","262,8","2,448803","74,827501",50,"15,02","455,4","4,549486","137,900142",
7710421,305,11,,,,,,,294,"1,72449","60,918367",",576274","20,284481",,,,96,2,30,",673813","10,107195",209,"4,827751","120,143541","1,617912","40,356417",,219,28,28,3,180,"1,021299","61,277915",30,4,240,"1,341671","80,50023",,49,60,140,"4,85","145,5","1,583685","47,510554",56,"6,053571","181,607143","2,125368","63,761029",,138,12,,,,,,155,"5,2","197,612903","1,693924","64,720827",,,5,20,5,"135,75","1,67819","45,573621",280,"8,957143","287,410714","2,986762","95,633103",,,95,87,"3,977011","104,827586","1,349305","35,570128",123,"6,512195","212,926829","2,169413","70,78167",,3,3,20,2,90,",682286","30,702874",279,"5,215054","247,096774","1,742104","82,551208",,279,5,11,"1,272727","66,818182",",410056","22,4474",10,"3,5",153,"1,134259","48,922222",,,8,25,"7,52","225,6","2,566667",77,272,"21,025735","634,852941","6,867967","207,378722",,2,7,66,"5,181818","155,454545","1,688846","50,665386",230,"7,243478","217,304348","2,395471","71,864132",,,,1,6,180,"2,1",63,304,"21,733553","652,006579","7,181252","215,437561",
7710422,70,1,,,,,,,69,"1,652174","59,347826",",493128","17,644896",,1,,9,1,30,",280524","8,415727",60,"1,316667","58,25",",41136","18,177868",,47,8,3,3,145,"1,040404","50,429293",12,4,210,"1,226973","64,416093",,,3,11,5,"170,454545","1,470219","50,071915",56,"6,678571","266,785714","1,991971","79,45041",,25,,1,1,45,",28","12,6",44,"1,409091",75,",398345","21,381124",,,3,11,"3,727273","155,454545","1,213041","50,606126",56,"5,535714","282,053571","1,646018","84,345225",,,,,,,,,70,"9,5",324,"2,856911","97,264154",,,5,2,2,105,",592593","31,111111",63,"2,873016","169,761905",",873838","51,625077",,55,5,1,2,60,",666667",20,9,"4,555556","196,666667","1,347948","57,791818",,,3,19,"7,842105","341,842105","2,467938","107,590776",48,"15,5","613,645833","4,563282","180,656293",,,,,,,,,70,"13,271429","597,214286","3,96791","178,555936",,,1,,,,,,69,"21,26087","983,695652","6,365447","294,389702",
7710423,121,14,,,,,,,107,"1,018692","30,560748",",31944","9,583203",,,,,,,,,121,"3,438017","132,644628","1,063676","41,174326",,86,33,2,3,180,",977273","58,636364",,,,,,,1,15,21,"2,666667",160,",813323","48,799357",84,"4,619048","277,142857","1,419424","85,165443",,9,54,,,,,,58,"2,913793","88,965517",",878542","26,89936",,,5,12,"2,833333","149,166667",",979588","51,748737",104,"3,942308","236,826923","1,220419","73,33733",,,,,,,,,121,"16,966942","785,041322","5,280801","244,825544",,,,4,2,90,",675758","30,409091",117,"4,410256","234,102564","1,379091","73,166778",,110,9,1,2,60,",666667",20,1,3,90,1,30,,,3,12,"7,916667",455,"2,519608","145,319945",106,"15,471698","925,471698","4,673163","280,048546",,,,,,,,,121,"17,867769","1072,066116","5,485305","329,118329",,,,,,,,,121,"15,545455","901,859504","4,758324","275,842419",
7710424,258,45,,,,,,,213,"1,014085","15,399061",",324839","4,929788",,2,2,,,,,,254,"2,26378","70,511811",",71554","22,343582",,215,43,,,,,,,,,,,,46,165,41,"4,658537","139,756098","1,547074","46,412229",6,"6,666667",200,"2,093137","62,794118",,201,,,,,,,57,"1,315789","76,842105",",390098","22,79914",,208,46,3,2,120,",639506","38,37037",1,3,180,",777778","46,666667",,,,,,,,,258,"11,627907","276,666667","3,722929","89,063487",,9,46,53,2,"101,603774",",631013","32,119289",150,"3,053333","162,2",",972064","51,645811",,252,2,2,"2,5",75,",800654","24,019608",2,"2,5",105,",78426","31,305556",,1,36,89,"7,966292","240,842697","2,483768","75,011103",132,"12,69697","387,727273","3,973961","121,415192",,3,14,30,"5,5",317,"1,714992","98,908464",211,"8,914692","505,023697","2,784131","157,815756",,1,15,107,"7,850467","236,214953","2,55426","76,873121",135,"11,703704","354,444444","3,599195","108,910719",
7710425,218,6,,,,,,,212,"1,033019","15,495283",",371755","5,576322",,79,7,15,2,"30,666667",",71108","10,911813",117,"3,529915","101,153846","1,276052","36,517778",,143,23,15,3,150,"1,102398","55,119883",37,4,200,"1,457916","72,895795",,70,46,32,"3,25","146,25","1,0973","49,378487",70,"4,128571","185,785714","1,501194","67,55373",,121,38,15,1,"44,666667",",355955","15,880729",44,"2,204545","84,204545",",761178","29,17235",,26,110,42,"2,666667","133,095238",",959726","47,998805",40,"3,325","200,5","1,185195","71,557601",,1,43,42,"3,52381","100,714286","1,277707","36,536987",132,"5,098485","176,931818","1,827518","63,455923",,,1,45,"4,044444",102,"1,466144","37,000453",172,"5,25","158,662791","1,883301","56,963859",,190,,3,2,75,",750487","28,143275",25,"3,04","123,8","1,122543","45,693818",,,,15,"7,866667",241,"2,838628","87,000957",203,"14,167488","432,807882","5,042549","154,051467",,21,4,37,"5,054054","202,162162","1,796182","71,847274",156,"7,147436","285,897436","2,564219","102,568775",,,,,,,,,218,"34,577982","1009,770642","12,369159","361,372951",
7710426,27,,,,,,,,27,2,45,",704224","15,845029",,,,,,,,,27,"5,62963","297,777778","1,982976","104,874269",,24,,,,,,,3,4,240,"1,4",84,,18,,,,,,,9,"11,111111","333,333333","3,933918","118,017544",,,,,,,,,27,"3,925926","175,555556","1,383821","61,902534",,,,9,5,165,"1,761209","58,119883",18,"6,5","216,666667","2,287281","76,232456",,,,,,,,,27,"14,259259","371,111111","5,019753","130,680799",,,,,,,,,27,"5,111111","263,888889","1,798083","92,818713",,,2,5,2,75,",7","26,25",20,"7,4","362,5","2,612895","127,950658",,,,,,,,,27,"24,555556","1037,777778","8,645809","365,31384",,,,,,,,,27,"8,592593","271,666667","3,024366","95,613548",,,,2,8,240,"2,8",84,25,"12,2","418,8","4,297158","147,461053",
7710427,228,1,,,,,,,227,"1,343612","20,154185",",404525","6,06787",,,,,,,,,228,"14,675439","225,635965","4,31052","66,335565",,162,18,15,2,150,",644488","48,336601",33,"3,606061","269,545455","1,075705","80,442213",,73,45,31,"2,774194","166,451613",",758597","45,515802",79,"4,139241","247,974684","1,229994","73,694091",,131,15,15,"1,933333",45,",593094","13,869608",67,"3,477612","125,223881",",947795","34,767582",,30,74,22,"14,272727","142,045455","4,205806","43,077144",102,"14,843137","303,872549","4,270551","89,244852",,,46,14,"7,357143","103,571429","1,991296","27,806808",168,"16,619048","362,053571","4,85209","106,350581",,55,18,32,1,90,",306198","27,557792",123,"3,154472","276,829268",",925462","81,32579",,141,19,15,"2,333333","96,666667",",597431","23,946887",53,"3,867925","148,867925","1,125469","43,75134",,1,2,6,8,240,"2,497531","74,925926",219,"20,890411","634,794521","6,051765","184,098023",,66,74,23,"5,652174","270,217391","1,66261","80,460486",65,"14,307692","683,230769","3,984385","190,541491",,,3,6,"8,5","224,166667","2,823766","73,996914",219,"32,205479","976,050228","9,334703","282,382757",
7710428,241,81,,,,,,,160,"1,00625","44,71875",",332311","14,774121",,92,3,68,"1,235294","30,882353",",411124","10,278707",78,"3,384615","135,961538","1,106136","44,216161",,175,7,16,3,180,"1,039894","62,39364",43,4,240,"1,311343","78,680598",,77,2,5,"2,8",144,",942591","48,529555",157,"5,923567","326,942675","1,947854","107,376968",,165,,,,,,,76,"2,657895","159,473684",",869422","52,165296",,42,39,87,"1,057471","120,344828",",35723","40,671057",73,"2,438356","199,726027",",808167","66,175272",,85,123,3,6,105,"1,888272","33,271605",30,"6,533333",224,"1,988288","72,929631",,87,60,27,2,90,",642579","28,916049",67,"3,104478","160,298507","1,0009","51,741396",,220,2,1,1,60,",35",21,18,"9,722222","235,555556","3,211214","78,3107",,5,12,33,"7,969697","470,909091","2,601379","153,784778",191,"16,408377","767,513089","5,388818","253,420076",,10,78,92,"4,73913","254,347826","1,570069","84,102306",61,"6,655738","366,885246","2,265513","124,744402",,,26,48,"7,5",225,"2,475366","74,260977",167,"14,886228","528,682635","4,973987","177,04744",
7710429,75,65,,8,1,10,",229052","2,290524",2,"1,5",20,",427778","5,833333",,13,,1,1,30,",21875","6,5625",61,"5,655738","115,081967","1,660831","32,563395",,73,2,,,,,,,,,,,,,47,4,"4,75",170,"1,379341","47,395834",24,8,320,"2,099789","83,991573",,,,,,,,,75,"5,026667","287,6","1,334466","76,230957",,1,16,53,"5,528302","143,584906","1,36406","36,674125",5,"21,2",396,"4,717085","90,442233",,,,,,,,,75,"39,466667","1074,533333","10,808084","293,259815",,,,3,2,90,",712963","32,083333",72,"3,069444","221,666667",",814541","58,60451",,74,1,,,,,,,,,,,,,,2,"11,5",460,"2,585586","103,423424",73,"21,876712","745,616438","5,854662","200,152771",,,,1,9,270,"1,96875","59,0625",74,"24,013514","1039,324324","6,54976","283,765056",,,,1,13,520,"2,84375","113,75",74,"21,108108","811,621622","5,69808","219,311146",
7710430,88,9,,,,,,,79,"1,392405","42,531646",",410702","12,251629",,1,,,,,,,87,"3,873563","112,758621","1,117793","32,665802",,63,8,5,"3,4",165,"1,112898","54,123188",12,4,210,"1,189877","62,468544",,,6,27,"4,666667","181,666667","1,381753","52,974726",55,"5,945455","241,909091","1,754614","70,159455",,27,1,1,1,45,",304348","13,695652",59,"1,40678","75,254237",",412633","22,16562",,,,15,"3,6",146,"1,083379","43,861163",73,"5,739726",300,"1,690154","88,937372",,,,,,,,,88,"8,715909","329,431818","2,574849","96,471972",,5,22,3,2,105,",608696","31,956522",58,"2,741379","162,931034",",811845","48,287889",,65,16,3,"2,666667",90,",754414","25,320817",4,"4,5","217,5","1,219769","57,528873",,,5,16,"8,875","380,9375","2,599133","111,485981",67,"13,029851","533,059701","3,801646","155,883972",,,1,10,"5,8",252,"1,745772","75,820619",77,"9,233766","412,077922","2,668896","119,129028",,,1,3,"7,666667",345,"2,774074","124,833333",84,"16,797619","780,714286","4,808636","223,379856",
7710431,250,,,,,,,,250,1,15,",321646","4,824687",,,,1,1,30,",35","10,5",249,"3,004016","126,445783",",95534","40,284438",,101,34,26,3,170,",986986","55,929192",89,"4,52809","260,561798","1,451042","83,451426",,6,20,44,"3,636364",150,"1,221321","50,331397",180,"6,894444","295,416667","2,139497","91,543116",,,,,,,,,250,"4,8","241,16","1,519217","76,556409",,,,,,,,,250,"30,476","890,66","9,54788","278,897879",,,,,,,,,250,"31,204","767,34","9,841888","243,368495",,1,29,,,,,,220,"2,654545","159,272727",",851159","51,069541",,94,2,3,2,60,",7",21,151,"7,701987","314,304636","2,385372","97,126009",,,2,82,8,"244,756098","2,612217","79,847896",166,"17,566265","512,771084","5,341417","155,698277",,126,7,13,"5,461538","163,846154","1,742737","52,282108",104,"8,557692","256,730769","2,705131","81,153919",,,2,,,,,,248,"25,366935","902,419355","7,914456","282,154653",
7710432,391,4,,,,,,,387,"2,095607","47,674419",",669423","15,218296",,33,,,,,,,358,"1,427374","72,318436",",44909","22,880913",,391,,,,,,,,,,,,,1,101,42,"4,619048","138,571429","1,520622","45,618651",247,"14,696356","440,890688","4,605877","138,176321",,161,9,2,1,45,",30463","13,708334",219,"2,826484","146,849315",",884425","46,191803",,,348,33,3,"138,181818",",952061","43,819638",10,"4,2",189,"1,307496","58,74119",,,,3,"7,333333","98,333333","2,566667","34,416667",388,"10,082474","286,134021","3,226471","91,635498",,7,7,2,1,90,",30463","27,416667",375,"2,864","228,56",",915838","73,070994",,159,160,13,"2,230769","66,923077",",720783","21,623482",59,"7,305085","257,033898","2,201322","77,930444",,,137,114,"7,973684","295,789474","2,555569","95,878004",140,"12,492857","559,285714","3,849158","172,787111",,2,2,,,,,,387,"10,560724","322,44186","3,326625","101,619607",,1,3,7,"8,857143","265,714286","2,670635","80,119048",380,"16,323684","541,355263","5,132975","170,199965",
7710433,59,4,,,,,,,55,"1,072727","34,363636",",334807","10,807861",,,2,,,,,,57,"2,982456","100,263158",",907882","30,589729",,26,5,9,2,180,",66936","60,242424",19,3,270,",866234","77,961087",,12,2,9,"5,777778","203,333333","1,52155","54,006927",36,"6,388889","221,666667","1,956281","68,189318",,9,,,,,,,50,"1,38","82,8",",429558","25,773462",,,1,7,2,120,",686957","41,217391",51,"3,509804","214,705882","1,084502","66,738903",,,,,,,,,59,"5,016949","249,745763","1,560836","77,920954",,1,,8,1,90,",327315","29,458333",50,"2,46","221,4",",759268","68,33413",,39,2,4,1,90,",254789","22,931034",14,"2,642857","154,285714",",816395","49,171196",,,1,2,6,195,"2,1","68,25",56,"18,107143","667,321429","5,520542","203,979621",,7,2,2,"4,5",135,"1,575","47,25",48,"10,083333","302,5","3,066129","91,983862",,,,,,,,,59,"16,288136",490,"4,907565","147,785618",
7710434,227,49,,,,,,,178,"1,275281","19,297753",",421974","6,388606",,,,7,2,30,",674575","10,11863",220,"3,627273","115,159091","1,217022","38,563171",,166,20,10,"3,1",181,"1,085","63,35",31,4,240,"1,290407","77,424415",,43,79,11,"2,272727","133,636364",",741414","43,575758",94,"4,255319","252,765957","1,423895","84,616603",,14,5,34,1,45,",330041","14,851865",174,"2,908046","101,58046",",972524","33,984614",,6,31,69,"2,130435","128,333333",",712788","43,148645",121,"3,479339","225,991736","1,168308","75,741802",,,,,,,,,227,"10,550661","199,140969","3,537175","66,723808",,,11,7,2,80,",7",28,209,"3,229665","142,511962","1,085607","47,947158",,198,2,3,"2,666667",80,",751852","22,555555",24,"3,416667","102,5","1,092775","32,783245",,,,2,9,270,"2,696297","80,888889",225,"16,031111","481,333333","5,257212","157,856374",,,3,11,5,150,"1,65101","49,530303",213,"6,807512","204,225352","2,255278","67,658347",,,1,,,,,,226,"20,628319","634,778761","6,848459","210,163867",
7710435,295,1,,,,,,,294,"2,193878","55,765306",",722872","18,371276",,1,1,,,,,,293,"5,133106","125,307167","1,673898","41,00516",,189,12,7,2,150,",674074","50,555556",87,3,210,"1,003669","70,256803",,56,25,49,"4,755102","172,040816","1,380823","50,406898",165,"5,527273",196,"1,836488","65,345015",,34,5,,,,,,256,"2,128906","113,203125",",677162","36,10241",,,41,12,"3,5","147,5","1,212321","51,133203",242,"4,504132","204,380165","1,470318","66,775726",,,,1,7,95,"1,814815","24,62963",294,"12,098639","361,156463","3,968408","118,703883",,4,6,,,,,,285,"2,007018","120,421053",",665278","39,91668",,220,30,3,2,60,",7",21,42,"6,238095","297,142857","1,801905","86,347026",,,2,,,,,,293,"17,112628","604,556314","5,504734","194,421485",,122,21,35,"4,914286","147,428571","1,638075","49,142243",117,"8,230769","246,923077","2,689456","80,683686",,3,7,52,"8,384615","251,538462","2,694047","80,821417",233,"12,901288","387,038627","4,14285","124,285498",
7710436,441,,,,,,,,441,"1,453515","22,006803",",431863","6,540588",,2,1,,,,,,438,"2,23516","81,541096",",653816","23,944012",,352,2,1,3,180,"1,05",63,86,4,240,"1,20716","72,429591",,66,25,16,"6,4375","193,125","1,726812","51,804367",334,"7,562874","226,886228","2,178528","65,355844",,227,9,,,,,,205,"2,263415","135,073171",",635322","37,925327",,,4,2,"3,5",130,"1,225","45,5",435,"4,983908","228,563218","1,471872","67,480442",,,,,,,,,441,"7,975057","271,814059","2,347674","79,948943",,,,,,,,,441,"2,997732","179,863946",",886075","53,164518",,305,4,2,"2,5",75,",738889","22,166667",130,"8,192308","246,461538","2,22894","67,077244",,,,,,,,,441,"22,510204","676,666667","6,433669","193,348101",,,1,2,"6,5",195,"1,685186","50,555556",438,"7,593607","227,808219","2,172631","65,178925",,,1,,,,,,440,"26,756818","802,704545","7,660827","229,824821",
7710437,286,,,,,,,,286,"3,895105","58,426573","1,149922","17,248829",,4,,,,,,,282,"6,262411","179,468085","1,817485","52,502258",,262,1,1,3,170,"1,05","59,5",22,4,"229,090909","1,299234","74,371039",,106,12,27,"5,37037","191,111111","1,388928","50,081508",141,"8,41844","279,787234","2,415062","80,81241",,65,,,,,,,221,"4,013575","239,434389","1,118399","66,739697",,1,8,31,"3,064516","149,677419",",938016","45,93695",246,"3,581301","213,130081","1,062206","63,178293",,,,,,,,,286,"22,891608","526,765734","6,750564","155,475123",,5,3,5,3,105,"1,083001","37,90503",273,"4,212454","169,67033","1,257412","50,615714",,207,31,8,"2,875","86,25",",741432","22,242961",40,"4,5",135,"1,308807","39,264215",,,16,32,"7,875","257,34375","2,371345","77,804113",238,"19,936975","669,768908","5,573833","187,408372",,32,5,18,"5,888889","204,166667","1,639694","56,734125",231,"14,30303","452,727273","4,056032","128,591142",,2,4,2,9,285,"2,650926","84,777778",278,"17,528777","538,273381","4,993206","153,454823",
7710438,71,,,4,1,10,",335417","3,354167",67,"2,701493","82,089552",",76813","23,24289",,,14,10,2,"30,5",",595983","9,069372",47,"6,148936","100,425532","1,6281","26,624859",,56,15,,,,,,,,,,,,,4,5,4,160,"1,289403","51,57614",62,"12,451613","498,064516","3,44702","137,880806",,2,3,5,"1,2",44,",379517","14,034783",61,"4,459016","135,163934","1,229095","37,200728",,,2,10,"4,2",142,"1,155314","38,790933",59,"6,694915","275,677966","1,940511","79,41536",,,,,,,,,71,"15,112676","537,253521","4,354928","154,521025",,,1,,,,,,70,"3,771429","225,428571","1,079072","64,562488",,8,29,13,"3,384615","94,615385",",870726","24,288412",21,"5,619048","164,761905","1,536148","45,061487",,,,2,8,320,"2,216667","88,666667",69,"22,623188","881,15942","6,379768","248,609028",,,,,,,,,71,"31,690141","633,802817","8,882225","177,644496",,,,,,,,,71,"20,225352","766,338028","5,640354","213,536734",
7710439,331,13,,,,,,,318,"1,100629","47,264151",",366472","15,745664",,,,,,,,,331,"4,317221","184,803625","1,425806","61,208844",,232,18,21,2,150,",656006","49,200436",60,"3,016667",211,",983997","68,8366",,36,135,48,"4,666667","147,395833","1,546773","48,843925",112,"6,723214","226,428571","2,221895","74,623874",,189,,18,1,45,",341965","15,38843",124,"3,016129","169,83871",",990389","55,852432",,8,71,55,"3,018182","138,272727","1,023986","46,90295",197,"4,441624","222,411168","1,468576","73,355368",,,,18,"4,166667","109,166667","1,433355","37,748284",313,"7,27476","231,501597","2,392277","76,305976",,25,79,1,2,105,",7","36,75",226,"2,292035","151,261062",",76331","50,376945",,273,19,7,"2,142857","64,285714",",715385","21,461538",32,"4,625","138,75","1,452979","43,589374",,,,,,,,,331,"24,794562","918,58006","8,070276","297,910269",,,30,27,5,"177,777778","1,625242","58,068749",274,"10,416058","465,547445","3,373486","150,344083",,,3,3,8,240,"2,8",84,325,"15,587692","468,369231","5,074295","152,442081",
